EventCode,LogName,"Windows_OS_Support","more_info",signature,"signature_severity",state
4609,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Windows is shutting down",LOW,NA
4610,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An authentication package has been loaded by the Local Security Authority",LOW,NA
4611,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A trusted logon process has been registered with the Local Security Authority",LOW,NA
4612,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Internal resources allocated for the queuing of audit messages have been exhausted leading to the loss of some audits.",LOW,NA
4614,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A notification package has been loaded by the Security Account Manager.",LOW,NA
4615,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Invalid use of LPC port",LOW,NA
4616,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The system time was changed.",LOW,NA
4618,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A monitored security event pattern has occurred",HIGH,NA
4621,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Administrator recovered system from CrashOnAuditFail",MEDIUM,NA
4622,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A security package has been loaded by the Local Security Authority.",LOW,NA
4624,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An account was successfully logged on",LOW,NA
4625,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An account failed to log on",LOW,Failed
4626,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"User/Device claims information",LOW,NA
4627,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Group membership information.",LOW,NA
4634,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An account was logged off",LOW,NA
4646,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"IKE DoS-prevention mode started",LOW,NA
4647,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"User initiated logoff",LOW,NA
4648,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A logon was attempted using explicit credentials",LOW,NA
4649,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A replay attack was detected",HIGH,NA
4650,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An IPsec Main Mode security association was established",LOW,NA
4651,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An IPsec Main Mode security association was established",LOW,NA
4652,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An IPsec Main Mode negotiation failed",LOW,Failed
4653,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An IPsec Main Mode negotiation failed",LOW,Failed
4654,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An IPsec Quick Mode negotiation failed",LOW,Failed
4655,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An IPsec Main Mode security association ended",LOW,NA
4656,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A handle to an object was requested",LOW,NA
4657,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A registry value was modified",LOW,NA
4658,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The handle to an object was closed",LOW,NA
4659,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A handle to an object was requested with intent to delete",LOW,NA
4660,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An object was deleted",LOW,NA
4661,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A handle to an object was requested",LOW,NA
4662,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An operation was performed on an object",LOW,NA
4663,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An attempt was made to access an object",LOW,NA
4664,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An attempt was made to create a hard link",LOW,NA
4665,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An attempt was made to create an application client context.",LOW,NA
4666,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An application attempted an operation",LOW,NA
4667,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An application client context was deleted",LOW,NA
4668,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An application was initialized",LOW,NA
4670,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Permissions on an object were changed",LOW,NA
4671,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An application attempted to access a blocked ordinal through the TBS",LOW,NA
4672,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Special privileges assigned to new logon",LOW,NA
4673,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A privileged service was called",LOW,NA
4674,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An operation was attempted on a privileged object",LOW,NA
4675,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"SIDs were filtered",MEDIUM,NA
4688,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A new process has been created",LOW,NA
4689,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A process has exited",LOW,NA
4690,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An attempt was made to duplicate a handle to an object",LOW,NA
4691,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Indirect access to an object was requested",LOW,NA
4692,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Backup of data protection master key was attempted",MEDIUM,NA
4693,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Recovery of data protection master key was attempted",MEDIUM,NA
4694,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Protection of auditable protected data was attempted",LOW,NA
4695,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Unprotection of auditable protected data was attempted",LOW,NA
4696,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A primary token was assigned to process",LOW,NA
4697,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A service was installed in the system",LOW,NA
4698,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A scheduled task was created",LOW,NA
4699,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A scheduled task was deleted",LOW,NA
4700,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A scheduled task was enabled",LOW,NA
4701,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A scheduled task was disabled",LOW,NA
4702,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A scheduled task was updated",LOW,NA
4703,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A token right was adjusted",LOW,NA
4704,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A user right was assigned",LOW,NA
4705,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A user right was removed",LOW,NA
4706,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A new trust was created to a domain",MEDIUM,NA
4707,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A trust to a domain was removed",LOW,NA
4709,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"IPsec Services was started",LOW,NA
4710,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"IPsec Services was disabled",LOW,NA
4711,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"PAStore Engine (1%)",LOW,NA
4712,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"IPsec Services encountered a potentially serious failure",LOW,Failed
4713,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Kerberos policy was changed",MEDIUM,NA
4714,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Encrypted data recovery policy was changed",MEDIUM,NA
4715,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The audit policy (SACL) on an object was changed",MEDIUM,NA
4716,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Trusted domain information was modified",MEDIUM,NA
4717,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"System security access was granted to an account",LOW,NA
4718,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"System security access was removed from an account",LOW,NA
4719,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"System audit policy was changed",HIGH,NA
4720,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A user account was created",LOW,NA
4722,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A user account was enabled",LOW,NA
4723,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An attempt was made to change an account’s password",LOW,NA
4724,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An attempt was made to reset an accounts password",MEDIUM,NA
4725,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A user account was disabled",LOW,NA
4726,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A user account was deleted",LOW,NA
4727,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A security-enabled global group was created",MEDIUM,NA
4728,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A member was added to a security-enabled global group",LOW,NA
4729,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A member was removed from a security-enabled global group",LOW,NA
4730,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A security-enabled global group was deleted",LOW,NA
4731,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A security-enabled local group was created",LOW,NA
4732,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A member was added to a security-enabled local group",LOW,NA
4733,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A member was removed from a security-enabled local group",LOW,NA
4734,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A security-enabled local group was deleted",LOW,NA
4735,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A security-enabled local group was changed",MEDIUM,NA
4737,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A security-enabled global group was changed",MEDIUM,NA
4738,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A user account was changed",LOW,NA
4739,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Domain Policy was changed",MEDIUM,NA
4740,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A user account was locked out",LOW,NA
4741,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A computer account was created",LOW,NA
4742,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A computer account was changed",LOW,NA
4743,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A computer account was deleted",LOW,NA
4744,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A security-disabled local group was created",LOW,NA
4745,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A security-disabled local group was changed",LOW,NA
4746,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A member was added to a security-disabled local group",LOW,NA
4747,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A member was removed from a security-disabled local group",LOW,NA
4748,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A security-disabled local group was deleted",LOW,NA
4749,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A security-disabled global group was created",LOW,NA
4750,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A security-disabled global group was changed",LOW,NA
4751,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A member was added to a security-disabled global group",LOW,NA
4752,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A member was removed from a security-disabled global group",LOW,NA
4753,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A security-disabled global group was deleted",LOW,NA
4754,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A security-enabled universal group was created",MEDIUM,NA
4755,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A security-enabled universal group was changed",MEDIUM,NA
4756,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A member was added to a security-enabled universal group",LOW,NA
4756,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"User Added to Privileged Group",LOW,NA
4757,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A member was removed from a security-enabled universal group",LOW,NA
4758,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A security-enabled universal group was deleted",LOW,NA
4759,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A security-disabled universal group was created",LOW,NA
4760,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A security-disabled universal group was changed",LOW,NA
4761,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A member was added to a security-disabled universal group",LOW,NA
4762,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A member was removed from a security-disabled universal group",LOW,NA
4763,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A security-disabled universal group was deleted",LOW,NA
4764,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A groups type was changed",MEDIUM,NA
4765,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"SID History was added to an account",HIGH,NA
4766,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An attempt to add SID History to an account failed",HIGH,Failed
4767,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A user account was unlocked",LOW,NA
4768,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A Kerberos authentication ticket (TGT) was requested",LOW,NA
4769,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A Kerberos service ticket was requested",LOW,NA
4770,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A Kerberos service ticket was renewed",LOW,NA
4771,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Kerberos pre-authentication failed",LOW,Failed
4772,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A Kerberos authentication ticket request failed",LOW,Failed
4773,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A Kerberos service ticket request failed",LOW,Failed
4774,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An account was mapped for logon",LOW,NA
4775,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An account could not be mapped for logon",LOW,NA
4776,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The domain controller attempted to validate the credentials for an account",LOW,NA
4777,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The domain controller failed to validate the credentials for an account",LOW,Failed
4778,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A session was reconnected to a Window Station",LOW,NA
4779,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A session was disconnected from a Window Station",LOW,NA
4780,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The ACL was set on accounts which are members of administrators groups",MEDIUM,NA
4781,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The name of an account was changed",LOW,NA
4782,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The password hash an account was accessed",LOW,NA
4783,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A basic application group was created",LOW,NA
4784,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A basic application group was changed",LOW,NA
4785,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A member was added to a basic application group",LOW,NA
4786,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A member was removed from a basic application group",LOW,NA
4787,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A non-member was added to a basic application group",LOW,NA
4788,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A non-member was removed from a basic application group..",LOW,NA
4789,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A basic application group was deleted",LOW,NA
4790,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An LDAP query group was created",LOW,NA
4791,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A basic application group was changed",LOW,NA
4792,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An LDAP query group was deleted",LOW,NA
4793,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The Password Policy Checking API was called",LOW,NA
4794,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An attempt was made to set the Directory Services Restore Mode administrator password",HIGH,NA
4797,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An attempt was made to query the existence of a blank password for an account",LOW,NA
4798,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A user’s local group membership was enumerated.",LOW,NA
4799,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A security-enabled local group membership was enumerated",LOW,NA
4800,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The workstation was locked",LOW,NA
4801,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The workstation was unlocked",LOW,NA
4802,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The screen saver was invoked",LOW,NA
4803,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The screen saver was dismissed",LOW,NA
4816,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"RPC detected an integrity violation while decrypting an incoming message",MEDIUM,NA
4817,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Auditing settings on object were changed.",LOW,NA
4818,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Proposed Central Access Policy does not grant the same access permissions as the current Central Access Policy",LOW,NA
4819,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Central Access Policies on the machine have been changed",LOW,NA
4820,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A Kerberos Ticket-granting-ticket (TGT) was denied because the device does not meet the access control restrictions",LOW,NA
4821,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A Kerberos service ticket was denied because the user device or both does not meet the access control restrictions",LOW,NA
4822,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"NTLM authentication failed because the account was a member of the Protected User group",LOW,Failed
4823,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"NTLM authentication failed because access control restrictions are required",LOW,Failed
4824,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Kerberos preauthentication by using DES or RC4 failed because the account was a member of the Protected User group",LOW,Failed
4825,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A user was denied the access to Remote Desktop. By default users are allowed to connect only if they are members of the Remote Desktop Users group or Administrators group",LOW,NA
4826,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Boot Configuration Data loaded",LOW,NA
4830,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"SID History was removed from an account",LOW,NA
4864,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A namespace collision was detected",LOW,NA
4865,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A trusted forest information entry was added",MEDIUM,NA
4866,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A trusted forest information entry was removed",MEDIUM,NA
4867,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A trusted forest information entry was modified",MEDIUM,NA
4868,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The certificate manager denied a pending certificate request",MEDIUM,NA
4869,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Certificate Services received a resubmitted certificate request",LOW,NA
4870,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Certificate Services revoked a certificate",MEDIUM,NA
4871,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Certificate Services received a request to publish the certificate revocation list (CRL)",LOW,NA
4872,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Certificate Services published the certificate revocation list (CRL)",LOW,NA
4873,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A certificate request extension changed",LOW,NA
4874,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"One or more certificate request attributes changed.",LOW,NA
4875,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Certificate Services received a request to shut down",LOW,NA
4876,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Certificate Services backup started",LOW,NA
4877,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Certificate Services backup completed",LOW,NA
4878,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Certificate Services restore started",LOW,NA
4879,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Certificate Services restore completed",LOW,NA
4880,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Certificate Services started",LOW,NA
4881,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Certificate Services stopped",LOW,NA
4882,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The security permissions for Certificate Services changed",MEDIUM,NA
4883,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Certificate Services retrieved an archived key",LOW,NA
4884,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Certificate Services imported a certificate into its database",LOW,NA
4885,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The audit filter for Certificate Services changed",MEDIUM,NA
4886,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Certificate Services received a certificate request",LOW,NA
4887,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Certificate Services approved a certificate request and issued a certificate",LOW,NA
4888,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Certificate Services denied a certificate request",LOW,NA
4889,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Certificate Services set the status of a certificate request to pending",LOW,NA
4890,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The certificate manager settings for Certificate Services changed.",MEDIUM,NA
4891,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A configuration entry changed in Certificate Services",LOW,NA
4892,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A property of Certificate Services changed",MEDIUM,NA
4893,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Certificate Services archived a key",LOW,NA
4894,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Certificate Services imported and archived a key",LOW,NA
4895,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Certificate Services published the CA certificate to Active Directory Domain Services",LOW,NA
4896,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"One or more rows have been deleted from the certificate database",MEDIUM,NA
4897,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Role separation enabled",HIGH,NA
4898,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Certificate Services loaded a template",LOW,NA
4899,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A Certificate Services template was updated",LOW,NA
4900,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Certificate Services template security was updated",LOW,NA
4902,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The Per-user audit policy table was created",LOW,NA
4904,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An attempt was made to register a security event source",LOW,NA
4905,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An attempt was made to unregister a security event source",LOW,NA
4906,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The CrashOnAuditFail value has changed",MEDIUM,NA
4907,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Auditing settings on object were changed",MEDIUM,NA
4908,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Special Groups Logon table modified",MEDIUM,NA
