EventCode,LogName,"Windows_OS_Support","more_info",signature,"signature_severity",state
4909,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The local policy settings for the TBS were changed",LOW,NA
4910,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The group policy settings for the TBS were changed",LOW,NA
4911,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Resource attributes of the object were changed",LOW,NA
4912,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Per User Audit Policy was changed",MEDIUM,NA
4913,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Central Access Policy on the object was changed",LOW,NA
4928,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An Active Directory replica source naming context was established",LOW,NA
4929,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An Active Directory replica source naming context was removed",LOW,NA
4930,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An Active Directory replica source naming context was modified",LOW,NA
4931,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An Active Directory replica destination naming context was modified",LOW,NA
4932,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Synchronization of a replica of an Active Directory naming context has begun",LOW,NA
4933,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Synchronization of a replica of an Active Directory naming context has ended",LOW,NA
4934,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Attributes of an Active Directory object were replicated",LOW,NA
4935,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Replication failure begins",LOW,Failed
4936,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Replication failure ends",LOW,Failed
4937,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A lingering object was removed from a replica",LOW,NA
4944,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The following policy was active when the Windows Firewall started",LOW,NA
4945,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A rule was listed when the Windows Firewall started",LOW,NA
4946,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A change has been made to Windows Firewall exception list. A rule was added",LOW,NA
4947,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A change has been made to Windows Firewall exception list. A rule was modified",LOW,NA
4948,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A change has been made to Windows Firewall exception list. A rule was deleted",LOW,NA
4949,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Windows Firewall settings were restored to the default values",LOW,NA
4950,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A Windows Firewall setting has changed",LOW,NA
4951,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A rule has been ignored because its major version number was not recognized by Windows Firewall",LOW,NA
4952,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Parts of a rule have been ignored because its minor version number was not recognized by Windows Firewall",LOW,NA
4953,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A rule has been ignored by Windows Firewall because it could not parse the rule",LOW,NA
4954,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Windows Firewall Group Policy settings has changed. The new settings have been applied",LOW,NA
4956,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Windows Firewall has changed the active profile",LOW,NA
4957,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Windows Firewall did not apply the following rule",LOW,NA
4958,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Windows Firewall did not apply the following rule because the rule referred to items not configured on this computer",LOW,NA
4960,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"IPsec dropped an inbound packet that failed an integrity check",MEDIUM,Failed
4961,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"IPsec dropped an inbound packet that failed a replay check",MEDIUM,Failed
4962,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"IPsec dropped an inbound packet that failed a replay check",MEDIUM,Failed
4963,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"IPsec dropped an inbound clear text packet that should have been secured",MEDIUM,NA
4964,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Special groups have been assigned to a new logon",HIGH,NA
4965,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"IPsec received a packet from a remote computer with an incorrect Security Parameter Index (SPI).",MEDIUM,NA
4976,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"During Main Mode negotiation IPsec received an invalid negotiation packet.",MEDIUM,NA
4977,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"During Quick Mode negotiation  IPsec received an invalid negotiation packet.",MEDIUM,NA
4978,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"During Extended Mode negotiation IPsec received an invalid negotiation packet.",MEDIUM,NA
4979,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"IPsec Main Mode and Extended Mode security associations were established.",LOW,NA
4980,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"IPsec Main Mode and Extended Mode security associations were established",LOW,NA
4981,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"IPsec Main Mode and Extended Mode security associations were established",LOW,NA
4982,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"IPsec Main Mode and Extended Mode security associations were established",LOW,NA
4983,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An IPsec Extended Mode negotiation failed",MEDIUM,Failed
4984,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An IPsec Extended Mode negotiation failed",MEDIUM,Failed
4985,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The state of a transaction has changed",LOW,NA
5024,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The Windows Firewall Service has started successfully",LOW,NA
5025,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The Windows Firewall Service has been stopped",LOW,NA
5027,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The Windows Firewall Service was unable to retrieve the security policy from the local storage",MEDIUM,NA
5028,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The Windows Firewall Service was unable to parse the new security policy.",MEDIUM,NA
5029,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The Windows Firewall Service failed to initialize the driver",MEDIUM,Failed
5030,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The Windows Firewall Service failed to start",MEDIUM,Failed
5031,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The Windows Firewall Service blocked an application from accepting incoming connections on the network.",LOW,NA
5032,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Windows Firewall was unable to notify the user that it blocked an application from accepting incoming connections on the network",LOW,NA
5033,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The Windows Firewall Driver has started successfully",LOW,NA
5034,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The Windows Firewall Driver has been stopped",LOW,NA
5035,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The Windows Firewall Driver failed to start",MEDIUM,Failed
5037,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The Windows Firewall Driver detected critical runtime error. Terminating",MEDIUM,NA
5038,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Code integrity determined that the image hash of a file is not valid",MEDIUM,NA
5039,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A registry key was virtualized.",LOW,NA
5040,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A change has been made to IPsec settings. An Authentication Set was added.",LOW,NA
5041,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A change has been made to IPsec settings. An Authentication Set was modified",LOW,NA
5042,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A change has been made to IPsec settings. An Authentication Set was deleted",LOW,NA
5043,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A change has been made to IPsec settings. A Connection Security Rule was added",LOW,NA
5044,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A change has been made to IPsec settings. A Connection Security Rule was modified",LOW,NA
5045,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A change has been made to IPsec settings. A Connection Security Rule was deleted",LOW,NA
5046,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A change has been made to IPsec settings. A Crypto Set was added",LOW,NA
5047,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A change has been made to IPsec settings. A Crypto Set was modified",LOW,NA
5048,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A change has been made to IPsec settings. A Crypto Set was deleted",LOW,NA
5049,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An IPsec Security Association was deleted",LOW,NA
5050,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An attempt to programmatically disable the Windows Firewall using a call to INetFwProfile.FirewallEnabled(FALSE",LOW,NA
5051,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A file was virtualized",LOW,NA
5056,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A cryptographic self test was performed",LOW,NA
5057,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A cryptographic primitive operation failed",LOW,Failed
5058,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Key file operation",LOW,NA
5059,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Key migration operation",LOW,NA
5060,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Verification operation failed",LOW,Failed
5061,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Cryptographic operation",LOW,NA
5062,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A kernel-mode cryptographic self test was performed",LOW,NA
5063,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A cryptographic provider operation was attempted",LOW,NA
5064,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A cryptographic context operation was attempted",LOW,NA
5065,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A cryptographic context modification was attempted",LOW,NA
5066,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A cryptographic function operation was attempted",LOW,NA
5067,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A cryptographic function modification was attempted",LOW,NA
5068,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A cryptographic function provider operation was attempted",LOW,NA
5069,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A cryptographic function property operation was attempted",LOW,NA
5070,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A cryptographic function property operation was attempted",LOW,NA
5071,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Key access denied by Microsoft key distribution service",LOW,NA
5120,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"OCSP Responder Service Started",MEDIUM,NA
5121,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"OCSP Responder Service Stopped",MEDIUM,NA
5122,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A Configuration entry changed in the OCSP Responder Service",MEDIUM,NA
5123,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A configuration entry changed in the OCSP Responder Service",MEDIUM,NA
5124,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A security setting was updated on OCSP Responder Service",HIGH,NA
5125,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A request was submitted to OCSP Responder Service",LOW,NA
5126,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Signing Certificate was automatically updated by the OCSP Responder Service",LOW,NA
5127,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The OCSP Revocation Provider successfully updated the revocation information",LOW,NA
5136,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A directory service object was modified",LOW,NA
5137,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A directory service object was created",LOW,NA
5138,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A directory service object was undeleted",LOW,NA
5139,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A directory service object was moved",LOW,NA
5140,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A network share object was accessed",LOW,NA
5141,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A directory service object was deleted",LOW,NA
5142,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A network share object was added.",LOW,NA
5143,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A network share object was modified",LOW,NA
5144,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A network share object was deleted.",LOW,NA
5145,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A network share object was checked to see whether client can be granted desired access",LOW,NA
5146,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The Windows Filtering Platform has blocked a packet",LOW,NA
5147,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A more restrictive Windows Filtering Platform filter has blocked a packet",LOW,NA
5148,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The Windows Filtering Platform has detected a DoS attack and entered a defensive mode",LOW,NA
5149,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The DoS attack has subsided and normal processing is being resumed.",LOW,NA
5150,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The Windows Filtering Platform has blocked a packet.",LOW,NA
5151,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A more restrictive Windows Filtering Platform filter has blocked a packet.",LOW,NA
5152,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The Windows Filtering Platform blocked a packet",LOW,NA
5153,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A more restrictive Windows Filtering Platform filter has blocked a packet",LOW,NA
5154,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The Windows Filtering Platform has permitted an application or service to listen on a port for incoming connections",LOW,NA
5155,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The Windows Filtering Platform has blocked an application or service from listening on a port for incoming connections",LOW,NA
5156,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The Windows Filtering Platform has allowed a connection",LOW,NA
5157,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The Windows Filtering Platform has blocked a connection",LOW,NA
5158,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The Windows Filtering Platform has permitted a bind to a local port",LOW,NA
5159,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The Windows Filtering Platform has blocked a bind to a local port",LOW,NA
5168,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Spn check for SMB/SMB2 fails.",LOW,Failed
5169,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A directory service object was modified",LOW,NA
5170,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A directory service object was modified during a background cleanup task",LOW,NA
5376,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Credential Manager credentials were backed up",MEDIUM,NA
5377,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Credential Manager credentials were restored from a backup",MEDIUM,NA
5378,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The requested credentials delegation was disallowed by policy",LOW,NA
5379,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Credential Manager credentials were read",LOW,NA
5380,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Vault Find Credential",LOW,NA
5381,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Vault credentials were read",LOW,NA
5382,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Vault credentials were read",LOW,NA
5440,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The following callout was present when the Windows Filtering Platform Base Filtering Engine started",LOW,NA
5441,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The following filter was present when the Windows Filtering Platform Base Filtering Engine started",LOW,NA
5442,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The following provider was present when the Windows Filtering Platform Base Filtering Engine started",LOW,NA
5443,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The following provider context was present when the Windows Filtering Platform Base Filtering Engine started",LOW,NA
5444,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"The following sub-layer was present when the Windows Filtering Platform Base Filtering Engine started",LOW,NA
5446,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A Windows Filtering Platform callout has been changed",LOW,NA
5447,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A Windows Filtering Platform filter has been changed",LOW,NA
5448,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A Windows Filtering Platform provider has been changed",LOW,NA
5449,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A Windows Filtering Platform provider context has been changed",LOW,NA
5450,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A Windows Filtering Platform sub-layer has been changed",LOW,NA
5451,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An IPsec Quick Mode security association was established",LOW,NA
5452,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An IPsec Quick Mode security association ended",LOW,NA
5453,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An IPsec negotiation with a remote computer failed because the IKE and AuthIP IPsec Keying Modules (IKEEXT) service is not started",MEDIUM,Failed
5456,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"PAStore Engine applied Active Directory storage IPsec policy on the computer",LOW,NA
5457,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"PAStore Engine failed to apply Active Directory storage IPsec policy on the computer",LOW,Failed
5458,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"PAStore Engine applied locally cached copy of Active Directory storage IPsec policy on the computer",LOW,NA
5459,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"PAStore Engine failed to apply locally cached copy of Active Directory storage IPsec policy on the computer",LOW,Failed
5460,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"PAStore Engine applied local registry storage IPsec policy on the computer",LOW,NA
5461,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"PAStore Engine failed to apply local registry storage IPsec policy on the computer",LOW,Failed
5462,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"PAStore Engine failed to apply some rules of the active IPsec policy on the computer",LOW,Failed
5463,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"PAStore Engine polled for changes to the active IPsec policy and detected no changes",LOW,NA
5464,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"PAStore Engine polled for changes to the active IPsec policy detected changes and applied them to IPsec Services",LOW,NA
5465,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"PAStore Engine received a control for forced reloading of IPsec policy and processed the control successfully",LOW,NA
5466,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"PAStore Engine polled for changes to the Active Directory IPsec policy determined that Active Directory cannot be reached and will use the cached copy of the Active Directory IPsec policy instead",LOW,NA
5467,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"PAStore Engine polled for changes to the Active Directory IPsec policy determined that Active Directory can be reached and found no changes to the policy",LOW,NA
5468,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"PAStore Engine polled for changes to the Active Directory IPsec policy determined that Active Directory can be reached found changes to the policy and applied those changes",LOW,NA
5471,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"PAStore Engine loaded local storage IPsec policy on the computer",LOW,NA
5472,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"PAStore Engine failed to load local storage IPsec policy on the computer",LOW,Failed
5473,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"PAStore Engine loaded directory storage IPsec policy on the computer",LOW,NA
5474,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"PAStore Engine failed to load directory storage IPsec policy on the computer",LOW,Failed
5477,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"PAStore Engine failed to add quick mode filter",LOW,Failed
5478,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"IPsec Services has started successfully",LOW,NA
5479,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"IPsec Services has been shut down successfully",LOW,NA
5480,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"IPsec Services failed to get the complete list of network interfaces on the computer",MEDIUM,Failed
5483,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"IPsec Services failed to initialize RPC server. IPsec Services could not be started",MEDIUM,Failed
5484,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"IPsec Services has experienced a critical failure and has been shut down",MEDIUM,Failed
5485,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"IPsec Services failed to process some IPsec filters on a plug-and-play event for network interfaces",MEDIUM,Failed
5632,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A request was made to authenticate to a wireless network",LOW,NA
5633,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A request was made to authenticate to a wired network",LOW,NA
5712,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"A Remote Procedure Call (RPC) was attempted",LOW,NA
5888,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An object in the COM+ Catalog was modified",LOW,NA
5889,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An object was deleted from the COM+ Catalog",LOW,NA
5890,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"An object was added to the COM+ Catalog",LOW,NA
6144,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Security policy in the group policy objects has been applied successfully",LOW,NA
6145,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"One or more errors occured while processing security policy in the group policy objects",MEDIUM,NA
6272,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Network Policy Server granted access to a user",LOW,NA
6273,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Network Policy Server denied access to a user",MEDIUM,NA
6274,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Network Policy Server discarded the request for a user",MEDIUM,NA
6275,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Network Policy Server discarded the accounting request for a user",MEDIUM,NA
6276,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Network Policy Server quarantined a user",MEDIUM,NA
6277,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Network Policy Server granted access to a user but put it on probation because the host did not meet the defined health policy",MEDIUM,NA
6278,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Network Policy Server granted full access to a user because the host met the defined health policy",MEDIUM,NA
6279,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Network Policy Server locked the user account due to repeated failed authentication attempts",MEDIUM,Failed
6280,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Network Policy Server unlocked the user account",MEDIUM,NA
6281,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"Code Integrity determined that the page hashes of an image file are not valid…",LOW,NA
6400,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"BranchCache: Received an incorrectly formatted response while discovering availability of content.",LOW,NA
6401,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"BranchCache: Received invalid data from a peer. Data discarded.",LOW,NA
6402,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"BranchCache: The message to the hosted cache offering it data is incorrectly formatted.",LOW,NA
6403,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"BranchCache: The hosted cache sent an incorrectly formatted response to the client’s message to offer it data.",LOW,NA
6404,Security,"Windows 7-Vista(8 10) - Windows Server (2008 2012R2 2016 2019)",,"BranchCache: Hosted cache could not be authenticated using the provisioned SSL certificate.",LOW,NA
